Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-11-24,779.78,240.29,184.29,6.89,380.77,29.12,2.97,Melamine,0.57,28.95,22.55,0.29,13.23,71.01,61.53,82.12,38.94,0.59,1402.77,0.37,0.043,16.66,208.7,6.49,3.88,97.3,1.86,94.0,Good,3.55,12.84,88.1,5.3,103.9,2.02,85.0,7.23,Non-uniform
2022-09-09,650.1,197.53,188.44,9.26,398.82,36.53,2.91,Melamine,0.66,25.9,13.05,8.14,6.12,151.25,30.0,50.97,47.3,4.68,1451.39,0.43,0.044,5.08,209.9,10.14,1.91,90.5,3.45,96.8,Fair,2.2,2.01,87.7,6.5,114.8,2.96,22.0,6.19,Uniform
2022-08-26,796.01,206.96,204.4,6.31,399.84,33.21,0.86,Phenol-formaldehyde,0.49,32.57,23.49,1.79,10.82,116.96,38.44,61.17,33.54,0.1,650.01,0.95,0.041,7.43,204.3,9.31,3.89,97.5,4.51,96.4,Fair,0.86,14.72,97.2,11.6,110.5,2.82,41.0,3.44,Uniform
2022-10-11,757.61,278.65,224.56,6.87,315.14,39.1,2.65,Urea-formaldehyde,0.33,22.93,11.93,33.91,10.31,71.2,45.11,55.47,32.77,2.1,569.52,0.37,0.046,8.95,222.9,7.87,1.06,92.6,3.17,97.7,Fair,4.3,14.36,80.2,6.3,86.2,1.52,81.0,7.68,Uniform
2022-06-02,689.52,191.85,189.25,6.16,323.42,36.36,2.99,Phenol-formaldehyde,0.66,43.54,8.39,0.35,5.02,106.41,87.93,71.84,48.56,1.85,937.13,0.66,0.048,19.7,204.8,8.55,1.25,90.1,3.56,97.4,Good,1.08,4.96,89.3,13.7,99.2,2.81,97.0,7.03,Non-uniform
2022-05-30,651.5,292.94,213.08,6.47,348.32,27.27,0.79,Urea-formaldehyde,0.77,21.45,11.48,-0.04,9.49,82.87,67.9,76.39,39.81,0.41,760.15,0.83,0.023,17.15,201.2,7.9,2.13,93.8,4.68,96.2,Poor,3.12,2.76,96.2,11.3,82.6,2.88,68.0,2.2,Uniform
2022-07-26,794.33,107.26,220.48,11.09,305.51,29.21,0.68,Phenol-formaldehyde,0.62,42.95,18.95,-3.62,11.77,64.76,48.67,51.1,31.22,1.73,1138.18,0.29,0.018,9.97,212.9,10.75,4.72,91.7,3.8,98.8,Poor,1.61,14.14,97.9,5.6,110.3,2.83,57.0,0.11,Uniform
2022-10-22,677.39,201.62,213.66,7.58,390.03,28.52,2.49,Melamine,0.78,45.26,22.92,6.63,13.11,86.35,39.98,60.01,46.94,3.03,1444.48,0.96,0.037,14.99,193.1,8.26,2.22,98.2,4.74,95.7,Excellent,3.83,14.84,91.3,9.8,82.2,2.04,16.0,0.01,Non-uniform
2022-10-07,671.9,218.75,189.34,5.17,332.75,33.63,1.64,Melamine,0.6,49.64,22.01,28.38,9.01,61.91,46.91,70.49,46.96,2.99,624.87,0.74,0.048,11.27,219.5,7.84,1.11,93.7,2.41,95.9,Poor,3.03,18.33,90.0,9.8,114.0,2.64,80.0,6.35,Uniform
2022-12-09,651.68,187.26,197.85,8.61,398.08,20.27,2.52,Melamine,0.39,20.8,10.95,3.29,5.93,69.27,86.09,61.76,38.14,1.12,1335.78,0.13,0.028,19.0,187.3,6.25,4.53,91.0,4.2,92.1,Good,4.13,14.34,87.8,14.1,86.6,1.57,33.0,2.36,Uniform
2022-11-18,739.44,202.37,226.05,6.3,319.18,30.02,2.59,Melamine,0.62,21.96,20.5,9.85,11.42,126.87,46.85,85.99,43.31,2.18,871.87,0.96,0.022,9.9,196.8,9.08,3.97,91.1,3.12,96.6,Fair,1.04,12.62,84.6,11.6,97.3,2.88,85.0,5.32,Non-uniform
2022-05-06,777.66,180.07,204.16,8.98,382.55,27.68,2.9,Urea-formaldehyde,0.49,21.38,13.56,17.29,7.05,122.23,83.68,78.21,30.29,4.08,607.18,0.88,0.032,10.95,219.5,10.24,3.36,95.2,3.71,93.1,Poor,1.87,18.05,95.1,12.3,86.4,2.92,63.0,8.56,Non-uniform
2022-03-15,611.62,109.34,229.47,9.22,365.81,29.14,2.32,Phenol-formaldehyde,0.38,31.57,16.31,29.75,12.99,160.51,89.69,94.59,39.46,3.25,1367.51,0.69,0.041,16.7,207.5,6.6,3.82,95.0,2.21,99.5,Good,1.91,4.62,94.9,5.9,96.8,2.22,17.0,4.95,Uniform
2022-03-29,734.79,225.38,217.33,7.07,374.44,35.24,2.71,Urea-formaldehyde,0.53,36.34,12.98,17.85,5.13,67.34,52.31,96.07,33.03,4.85,1441.8,0.54,0.013,11.54,194.0,9.87,2.54,98.8,2.19,94.8,Good,4.53,16.66,80.4,13.6,112.5,2.91,57.0,6.27,Non-uniform
2022-03-01,766.8,242.53,197.91,5.62,365.16,36.92,2.95,Urea-formaldehyde,0.42,36.26,21.08,10.8,12.82,90.99,68.32,62.81,42.71,0.81,1294.08,0.55,0.027,11.17,205.9,8.99,1.68,98.3,2.39,91.4,Poor,0.99,1.53,87.6,14.9,118.4,2.45,62.0,4.07,Non-uniform
2022-12-05,752.7,258.65,187.09,7.61,360.2,23.42,2.22,Urea-formaldehyde,0.38,35.36,18.92,20.14,6.67,118.95,84.31,53.97,45.42,4.87,1436.02,1.0,0.031,11.36,201.8,8.64,2.45,95.9,1.33,99.4,Good,3.72,7.7,87.6,8.5,91.2,2.72,27.0,2.98,Uniform
2022-06-16,686.53,296.24,207.81,11.15,344.98,35.43,1.86,Melamine,0.68,24.41,12.91,30.57,8.78,140.35,36.89,86.91,48.97,2.17,657.88,0.97,0.018,16.9,196.8,7.16,2.78,95.4,3.07,98.2,Fair,0.87,17.95,84.8,6.5,87.2,2.64,27.0,5.39,Non-uniform
2022-03-29,620.13,195.89,188.66,7.14,376.54,32.68,0.96,Melamine,0.53,24.08,11.85,21.77,10.3,168.76,85.57,92.95,33.19,1.45,890.89,0.59,0.016,15.32,221.9,10.09,1.62,95.3,4.87,91.9,Good,4.54,15.04,94.3,14.2,111.0,2.73,51.0,4.61,Uniform
2022-06-25,658.64,232.82,183.52,5.91,349.2,22.28,2.31,Urea-formaldehyde,0.33,44.42,8.19,0.2,6.64,128.41,65.02,77.01,41.6,0.42,545.9,0.39,0.032,9.89,181.7,6.17,1.93,98.9,1.39,90.8,Good,1.11,16.55,93.0,13.8,83.7,1.59,32.0,8.73,Uniform
2022-11-16,623.16,110.94,200.45,8.63,336.79,27.14,2.4,Urea-formaldehyde,0.53,41.02,19.51,2.57,10.3,116.77,53.35,74.44,43.72,0.16,816.24,0.35,0.036,12.15,219.9,11.1,1.78,97.6,4.43,90.5,Poor,3.33,15.61,85.0,7.0,112.7,2.42,40.0,2.87,Non-uniform
2022-06-05,769.91,256.06,227.03,10.97,369.08,28.05,1.42,Phenol-formaldehyde,0.6,26.45,18.31,18.29,11.58,131.06,85.91,73.62,30.91,1.82,948.12,0.41,0.05,12.29,222.3,9.3,2.95,97.6,2.66,91.0,Good,1.88,9.01,80.7,9.3,102.2,1.78,16.0,7.94,Uniform
2022-04-13,663.88,192.67,190.85,6.89,369.16,26.26,1.29,Phenol-formaldehyde,0.6,32.61,17.82,3.9,7.93,175.27,52.56,52.73,34.07,3.31,909.35,0.29,0.014,5.84,209.1,10.21,4.56,90.6,1.8,94.6,Poor,3.81,12.8,86.7,7.3,117.9,2.02,29.0,9.69,Non-uniform
2022-07-22,717.4,255.52,228.13,9.89,324.88,28.52,1.88,Melamine,0.46,39.35,12.49,1.04,10.91,138.56,88.48,92.52,41.22,2.93,869.01,0.41,0.012,9.0,212.1,7.6,2.68,98.2,3.17,93.5,Fair,2.77,4.0,82.8,11.5,86.9,2.87,30.0,7.4,Uniform
2022-06-25,652.95,297.95,210.78,8.72,336.27,33.49,2.36,Urea-formaldehyde,0.76,47.65,12.02,1.62,13.01,117.75,89.58,73.39,39.55,1.18,1039.14,0.73,0.025,11.15,208.2,7.35,1.48,97.0,1.57,97.2,Excellent,1.28,18.07,98.5,11.9,117.9,2.3,42.0,8.75,Uniform
2022-09-19,709.3,284.55,227.47,11.9,322.68,35.73,0.94,Melamine,0.38,25.98,14.33,33.91,10.37,131.16,78.52,88.22,41.21,2.05,836.61,0.25,0.022,15.4,201.2,6.7,4.05,96.7,1.54,99.5,Excellent,0.57,1.66,82.7,12.2,106.9,1.82,60.0,0.34,Uniform
2022-02-18,796.45,290.8,197.2,11.34,367.36,32.64,1.0,Urea-formaldehyde,0.43,34.97,14.6,0.69,11.68,61.0,37.15,78.32,33.83,1.47,752.9,0.76,0.019,14.85,198.3,9.4,3.07,98.4,4.6,96.0,Excellent,0.46,16.41,96.4,14.2,119.0,2.64,26.0,1.52,Uniform
2022-11-02,721.91,143.65,212.71,11.57,323.65,21.45,2.67,Phenol-formaldehyde,0.66,49.47,19.05,-3.3,12.02,75.54,39.92,72.8,46.75,4.35,1168.23,0.27,0.011,8.08,222.1,11.76,2.69,96.7,2.26,97.5,Good,2.03,7.49,90.6,12.6,97.0,2.1,44.0,7.71,Uniform
2022-09-14,797.85,186.64,226.88,8.58,389.23,28.05,1.17,Urea-formaldehyde,0.77,27.33,17.53,18.28,13.46,146.32,39.37,80.59,41.52,3.75,751.86,0.31,0.043,11.91,220.2,8.34,4.13,96.6,1.52,90.9,Good,3.42,19.37,82.9,12.8,103.7,2.06,31.0,6.07,Non-uniform
2022-07-10,709.47,255.14,188.61,5.44,300.85,34.98,0.87,Urea-formaldehyde,0.55,40.21,13.0,17.85,11.79,160.18,61.59,74.4,32.6,3.64,1264.38,0.18,0.041,8.46,228.0,8.01,2.63,90.9,1.58,97.6,Fair,2.13,15.13,85.1,9.1,108.7,1.81,35.0,4.64,Non-uniform
2022-05-25,772.12,259.66,218.85,9.2,392.1,25.74,1.87,Urea-formaldehyde,0.57,47.2,11.92,32.69,11.47,92.6,40.08,77.96,33.5,3.24,1164.69,0.7,0.017,14.94,216.9,7.35,2.06,93.5,1.23,93.3,Good,2.5,15.01,89.7,11.6,92.4,2.07,53.0,3.94,Uniform
2022-05-03,680.25,279.1,228.5,11.2,340.96,36.27,2.84,Phenol-formaldehyde,0.64,27.37,24.12,-4.36,6.48,164.03,59.69,64.09,37.45,1.47,816.65,0.35,0.029,5.2,213.3,8.28,1.81,98.9,1.92,98.1,Fair,1.97,5.56,83.1,15.0,92.6,2.22,44.0,3.66,Non-uniform
2022-05-26,720.97,213.53,195.46,5.67,320.98,34.24,2.82,Phenol-formaldehyde,0.7,30.0,10.22,33.67,8.94,141.89,69.0,88.37,48.98,0.37,733.16,0.38,0.023,11.22,197.7,11.5,4.13,91.8,2.37,94.4,Excellent,1.81,16.68,92.5,13.3,106.4,2.18,68.0,3.59,Uniform
2022-05-12,642.27,200.17,208.82,5.64,391.57,23.74,2.69,Melamine,0.32,35.68,16.82,32.1,5.72,129.73,35.29,76.52,41.71,2.66,1305.04,0.18,0.038,16.63,185.6,11.68,3.78,90.0,4.14,98.8,Poor,4.99,16.9,88.5,11.4,107.9,1.98,19.0,8.99,Uniform
2022-12-24,706.74,110.07,212.76,5.71,384.07,33.22,1.3,Urea-formaldehyde,0.64,40.17,12.32,-1.14,11.54,126.76,30.54,78.58,37.35,3.73,1397.75,0.37,0.033,12.6,214.0,7.04,4.14,95.9,2.92,91.5,Good,3.78,5.29,83.9,9.7,114.2,2.85,40.0,9.35,Non-uniform
2022-03-15,600.29,191.41,182.66,11.57,305.76,30.43,1.03,Melamine,0.35,35.38,17.86,12.9,5.1,147.69,38.15,60.05,33.84,0.96,1160.65,0.59,0.03,19.38,213.9,7.03,2.79,94.4,4.35,90.0,Good,1.1,1.95,83.1,14.2,110.2,2.51,92.0,3.7,Non-uniform
2022-11-15,733.01,156.5,205.71,11.99,346.67,27.93,2.96,Melamine,0.66,38.16,13.18,19.39,6.9,80.46,63.73,66.93,36.16,0.48,880.41,0.38,0.037,14.36,188.3,6.15,4.3,91.8,3.59,91.5,Excellent,1.52,12.58,85.5,5.3,84.1,1.72,62.0,5.27,Non-uniform
2022-06-10,681.21,157.59,211.98,5.64,381.44,28.31,1.7,Urea-formaldehyde,0.4,38.49,13.84,1.63,10.2,117.55,71.33,56.37,43.28,4.11,711.83,0.56,0.03,16.87,228.2,6.04,1.22,94.6,4.09,90.2,Excellent,3.47,7.83,95.5,12.2,82.3,2.18,75.0,0.77,Non-uniform
2022-09-06,656.87,146.62,213.66,5.15,303.57,27.64,0.97,Melamine,0.35,40.49,18.75,11.16,9.93,130.41,45.65,60.3,37.28,4.3,1246.7,0.11,0.02,12.9,180.1,8.62,4.22,93.4,3.99,91.7,Poor,4.32,1.15,96.9,6.7,105.1,2.3,52.0,4.69,Uniform
2022-08-22,693.75,245.81,184.48,9.81,356.38,29.21,0.78,Urea-formaldehyde,0.39,49.64,23.93,17.15,12.61,61.74,69.75,81.62,36.07,0.14,1484.61,0.31,0.04,14.39,185.1,8.38,4.35,98.8,4.5,98.2,Poor,2.27,6.86,80.8,8.1,83.8,2.4,84.0,1.26,Uniform
2022-05-20,736.61,141.32,209.29,7.47,321.84,29.39,1.01,Phenol-formaldehyde,0.79,37.21,19.97,24.08,12.04,75.06,53.51,68.67,31.99,3.96,767.09,0.95,0.037,11.98,191.3,8.0,4.62,90.9,2.29,91.7,Poor,4.65,5.79,82.4,9.0,106.1,2.11,33.0,0.17,Uniform
2022-11-06,762.36,296.08,190.51,8.86,325.13,39.94,1.89,Melamine,0.38,42.14,20.95,6.05,12.5,160.99,62.62,99.08,35.33,3.71,764.66,0.7,0.026,16.01,206.0,11.3,1.26,95.7,4.03,98.3,Fair,1.62,4.09,88.9,7.6,119.1,2.54,34.0,7.87,Non-uniform
2022-05-20,715.71,144.05,202.76,6.28,310.91,30.51,1.67,Phenol-formaldehyde,0.36,29.47,19.66,31.62,9.66,177.43,43.11,51.31,40.86,3.74,1257.14,0.77,0.042,16.92,193.0,9.04,2.86,95.7,1.57,90.6,Poor,3.4,6.91,88.6,13.0,81.2,2.91,76.0,4.62,Uniform
2022-03-14,794.22,191.84,208.6,7.99,367.1,31.7,1.53,Urea-formaldehyde,0.67,40.46,21.2,12.65,10.41,131.05,41.15,91.66,44.2,4.97,536.87,0.43,0.037,19.79,214.5,11.16,2.06,95.7,1.83,96.6,Fair,2.2,2.88,83.4,14.0,102.4,2.12,16.0,5.78,Uniform
2022-03-07,674.42,155.66,180.19,6.84,342.23,38.67,1.84,Urea-formaldehyde,0.66,31.22,14.95,24.25,9.04,108.97,77.4,92.08,30.98,3.4,1207.43,0.46,0.029,17.3,207.3,5.02,3.79,91.7,3.87,94.0,Good,3.11,5.63,96.0,6.1,119.9,2.65,42.0,7.85,Non-uniform
2022-02-12,655.02,281.79,208.47,6.18,327.24,35.96,2.64,Melamine,0.71,32.0,18.49,33.09,12.16,156.18,48.14,54.54,41.86,4.21,1033.99,0.42,0.03,5.01,219.6,8.6,4.41,92.2,2.39,92.1,Good,4.28,16.37,97.1,13.5,110.6,2.08,91.0,7.52,Non-uniform
2022-11-28,721.56,113.72,189.32,8.74,377.07,37.28,1.6,Melamine,0.74,26.07,24.56,22.09,13.28,123.15,55.03,78.34,30.79,0.22,834.93,0.35,0.039,15.14,221.9,9.19,1.73,90.9,1.1,96.9,Poor,0.96,8.91,95.9,5.0,81.5,1.89,15.0,4.05,Non-uniform
2022-09-07,649.85,135.41,202.78,10.13,322.39,22.44,1.21,Melamine,0.74,42.42,9.01,6.54,9.62,133.28,76.89,51.71,42.68,2.06,761.09,0.35,0.023,19.75,219.0,5.94,3.52,98.9,4.79,95.3,Good,1.07,19.11,81.1,11.0,102.1,1.63,61.0,0.23,Uniform
2022-06-15,748.5,177.31,216.26,11.68,362.87,21.1,2.83,Urea-formaldehyde,0.3,24.26,18.28,8.56,9.73,141.68,88.29,73.02,42.14,1.88,753.61,0.1,0.043,13.87,185.2,7.54,2.44,97.1,1.02,93.1,Good,0.34,10.6,96.8,12.1,111.3,2.53,95.0,8.49,Non-uniform
2022-01-29,771.1,119.5,214.04,7.38,304.64,33.11,2.74,Phenol-formaldehyde,0.51,33.59,12.7,18.0,9.42,146.95,37.47,79.74,44.31,1.32,640.19,0.42,0.042,19.04,214.7,11.98,2.39,91.0,1.18,92.3,Poor,3.84,1.69,81.2,12.9,90.7,2.62,58.0,7.65,Non-uniform
2022-11-15,715.13,244.02,198.13,6.37,322.77,31.28,2.01,Urea-formaldehyde,0.36,45.57,16.69,0.14,13.94,161.49,65.61,65.67,45.53,3.0,507.13,0.97,0.04,9.3,187.3,11.15,4.56,90.0,1.2,92.1,Good,4.24,13.48,83.5,7.2,87.1,1.63,47.0,8.4,Uniform
2022-04-08,692.73,249.18,211.15,10.47,372.29,37.55,2.01,Urea-formaldehyde,0.59,34.52,19.43,2.95,5.03,147.73,71.99,85.86,49.29,1.71,1189.4,0.84,0.027,18.02,224.3,10.44,4.39,98.3,2.8,98.0,Good,2.7,16.57,94.0,11.2,99.0,2.97,38.0,5.41,Uniform
2022-07-18,697.94,273.36,187.75,6.39,309.88,29.29,1.18,Urea-formaldehyde,0.46,35.12,12.12,23.74,14.16,86.7,88.16,57.66,35.04,2.73,1213.52,0.79,0.021,12.07,211.3,9.61,1.18,94.3,4.22,98.8,Good,1.78,15.25,92.1,5.9,80.4,2.75,87.0,2.21,Non-uniform
2022-03-17,774.55,253.48,204.38,8.91,345.54,29.95,2.64,Melamine,0.32,24.64,17.51,15.93,5.39,85.79,35.45,51.79,46.75,1.0,809.03,0.73,0.034,16.15,224.4,7.28,2.58,95.9,4.26,92.5,Good,2.74,5.68,95.7,6.5,116.9,2.31,91.0,9.67,Uniform
2022-08-04,700.24,171.19,223.16,5.49,330.49,28.07,1.27,Urea-formaldehyde,0.33,45.65,11.44,29.61,13.24,87.17,43.89,77.52,47.37,3.49,1300.09,0.16,0.047,7.05,182.3,7.0,2.96,94.2,2.07,95.3,Fair,1.18,19.27,89.3,13.5,118.5,1.94,46.0,3.35,Uniform
2022-06-10,688.91,155.72,219.2,11.35,393.7,28.4,2.44,Melamine,0.41,30.94,10.94,7.74,13.52,135.27,87.93,75.01,41.5,0.52,1386.14,0.88,0.023,5.05,192.0,10.71,2.49,95.8,5.0,91.9,Good,2.46,13.28,90.9,9.9,113.6,1.89,72.0,9.69,Uniform
2022-09-08,796.46,176.44,206.51,11.05,347.27,31.19,1.26,Urea-formaldehyde,0.42,42.7,15.06,2.71,7.64,131.41,82.96,73.73,32.93,2.4,958.34,0.15,0.025,8.57,203.0,5.96,4.87,91.8,2.25,93.3,Excellent,3.08,17.94,82.6,12.2,85.8,2.0,11.0,7.18,Uniform
2022-02-01,624.93,238.62,222.22,11.0,385.14,29.5,2.31,Urea-formaldehyde,0.49,26.33,19.72,8.57,10.79,158.76,87.34,75.85,47.99,3.14,690.97,0.52,0.03,8.59,190.2,6.58,3.7,90.7,4.33,91.4,Fair,0.89,7.28,82.7,6.7,100.0,1.87,87.0,0.4,Uniform
2022-12-06,755.02,156.15,196.88,11.53,383.3,32.49,2.16,Urea-formaldehyde,0.33,38.4,19.15,-1.52,6.51,178.63,56.34,61.65,37.56,1.1,1334.39,0.29,0.036,15.82,222.0,8.47,3.61,92.2,4.09,98.0,Good,0.42,8.82,87.9,9.3,117.6,2.59,83.0,5.55,Non-uniform
2022-02-12,759.38,167.06,214.8,11.1,329.12,32.17,0.73,Melamine,0.48,34.95,8.43,22.65,14.71,83.54,82.19,82.31,34.42,4.73,601.89,0.69,0.044,8.14,184.6,9.16,4.04,92.6,4.16,98.0,Poor,4.02,6.4,97.0,6.5,94.1,2.55,82.0,5.59,Uniform
2022-08-05,703.65,267.26,188.5,7.05,351.56,26.48,1.84,Urea-formaldehyde,0.66,32.68,9.4,29.16,11.84,70.01,85.14,63.8,49.04,3.18,1361.29,0.17,0.034,13.22,189.8,11.36,4.37,96.1,4.2,90.9,Fair,0.21,4.46,96.7,8.9,90.3,2.93,28.0,1.5,Non-uniform
2022-01-24,626.68,253.16,221.1,5.87,398.18,34.59,1.38,Phenol-formaldehyde,0.79,30.29,8.45,5.66,5.51,111.51,52.57,87.58,30.28,1.38,1428.73,0.28,0.031,8.66,226.4,5.38,2.82,98.5,1.82,99.8,Excellent,3.89,1.98,90.1,8.7,112.9,1.72,51.0,2.87,Non-uniform
2022-07-11,741.79,294.42,220.5,7.62,323.96,37.89,0.93,Urea-formaldehyde,0.32,43.42,14.96,15.27,10.83,96.42,77.44,58.78,43.83,3.74,1388.21,0.29,0.049,14.85,194.2,10.72,4.66,91.6,1.6,97.0,Fair,2.97,19.17,89.9,9.8,119.3,1.88,77.0,8.87,Uniform
2022-11-02,789.1,139.66,212.34,9.76,380.55,21.05,2.46,Melamine,0.48,35.17,22.9,23.38,11.37,70.62,63.48,76.18,47.0,0.92,885.01,0.85,0.048,10.85,225.3,10.72,4.38,90.5,3.23,97.3,Fair,1.36,18.43,85.1,5.7,95.9,2.59,83.0,6.83,Uniform
2022-08-31,656.22,298.84,185.18,8.06,357.69,28.95,0.65,Phenol-formaldehyde,0.36,20.7,9.88,23.44,6.02,114.63,30.08,61.41,48.42,3.85,948.93,0.32,0.042,15.06,206.5,7.01,2.8,94.7,2.66,91.0,Poor,0.01,2.86,81.8,9.4,84.9,2.68,79.0,5.25,Uniform
2022-10-22,718.22,182.96,217.78,11.64,350.08,30.8,2.54,Melamine,0.69,22.92,20.99,-2.14,12.16,174.51,75.04,94.22,37.87,0.89,1301.42,0.22,0.048,19.33,182.3,9.14,3.02,98.7,1.79,97.5,Poor,0.34,9.0,88.5,7.2,105.3,2.23,88.0,7.5,Non-uniform
2022-12-06,672.74,228.0,223.1,9.92,357.67,34.65,1.85,Phenol-formaldehyde,0.62,34.53,8.35,14.02,11.73,166.96,65.2,81.63,35.61,3.67,863.86,0.81,0.016,8.57,222.1,9.81,3.7,90.0,3.32,100.0,Fair,4.21,0.67,90.1,14.8,103.8,2.39,77.0,8.71,Uniform
2022-03-08,607.54,187.3,223.71,5.41,333.34,28.86,2.42,Urea-formaldehyde,0.4,38.64,12.81,32.56,6.74,138.97,85.24,54.1,38.49,0.13,1227.71,0.46,0.043,16.34,220.9,7.46,2.16,97.7,3.64,100.0,Poor,2.39,1.58,91.9,8.7,117.4,1.71,59.0,4.15,Uniform
2022-03-03,643.03,147.85,191.66,5.88,357.29,27.46,1.07,Melamine,0.5,20.17,17.87,4.62,9.39,165.57,58.23,56.14,33.82,4.19,942.71,0.38,0.023,9.17,221.3,7.41,3.61,94.5,3.11,95.5,Good,0.25,8.57,88.9,7.9,81.3,2.24,57.0,6.41,Non-uniform
2022-08-05,620.16,239.08,184.18,8.51,316.79,28.83,2.6,Melamine,0.43,45.48,16.71,-2.48,13.04,169.97,31.92,66.2,37.31,1.67,1132.14,0.64,0.026,10.93,206.0,6.17,4.17,93.3,4.17,91.9,Poor,4.42,15.44,89.2,7.7,84.4,2.46,61.0,1.39,Uniform
2022-05-23,665.77,144.6,199.41,6.13,305.33,24.61,0.64,Phenol-formaldehyde,0.33,33.98,18.27,33.08,8.92,117.01,41.8,92.27,48.38,2.9,1029.35,0.86,0.018,8.91,226.5,11.67,2.47,96.1,1.09,97.2,Good,2.27,14.26,96.4,8.9,105.4,2.45,43.0,2.3,Uniform
2022-09-29,633.3,254.54,205.57,9.41,389.66,36.82,2.29,Urea-formaldehyde,0.72,24.45,19.83,21.32,5.49,143.78,70.75,54.95,40.49,3.35,710.33,0.14,0.031,19.71,183.4,6.97,2.93,91.8,3.56,97.1,Fair,4.74,17.93,87.1,10.7,93.4,2.76,48.0,7.09,Non-uniform
2022-04-02,783.06,233.18,194.98,10.18,361.91,35.5,2.47,Melamine,0.46,22.22,16.39,19.72,8.8,93.33,71.17,75.5,32.42,1.87,1386.28,0.5,0.018,15.8,203.9,8.06,1.21,96.7,2.23,94.2,Good,1.62,16.69,87.5,6.1,80.0,2.97,30.0,9.21,Non-uniform
2022-11-28,798.79,159.6,197.77,5.82,346.81,23.22,1.03,Urea-formaldehyde,0.51,23.97,14.68,0.31,10.18,77.69,70.02,75.96,44.51,3.9,939.6,0.23,0.03,18.13,203.3,7.84,3.8,90.6,1.81,99.3,Poor,3.25,4.75,82.5,14.0,83.1,1.66,53.0,2.67,Non-uniform
2022-01-06,793.42,143.33,220.79,9.54,354.17,36.69,2.25,Urea-formaldehyde,0.4,37.01,14.46,4.3,12.64,100.59,83.11,65.23,34.51,3.83,609.61,0.59,0.013,17.39,225.2,6.4,1.49,90.1,3.71,96.3,Excellent,3.24,0.13,85.6,12.7,91.5,2.86,52.0,5.57,Non-uniform
2022-07-23,668.33,176.79,216.47,8.01,375.72,25.96,2.25,Melamine,0.59,47.12,8.73,-0.21,8.21,112.34,89.52,66.42,46.13,2.77,732.44,0.59,0.031,11.16,221.9,10.52,3.77,94.8,2.99,91.1,Poor,1.7,4.1,88.9,10.8,87.9,2.81,10.0,5.4,Uniform
2022-11-15,631.27,244.03,181.37,5.91,347.44,37.61,2.46,Melamine,0.69,33.01,16.17,28.3,11.63,82.34,89.23,61.39,38.26,3.46,727.01,0.9,0.048,17.54,185.5,10.77,2.12,93.4,3.26,94.1,Fair,1.96,4.02,81.0,9.8,80.5,2.38,100.0,5.47,Non-uniform
2022-02-08,650.17,186.51,190.88,9.5,362.2,27.06,1.29,Urea-formaldehyde,0.43,38.8,24.69,11.36,11.42,61.45,49.7,51.53,38.09,2.46,1342.27,0.23,0.013,6.91,229.5,7.82,3.64,93.1,3.15,93.9,Good,4.12,19.4,93.0,6.7,94.2,2.82,39.0,3.59,Non-uniform
2022-11-06,768.77,176.33,198.7,10.28,377.62,23.94,1.67,Phenol-formaldehyde,0.64,49.76,12.39,14.34,14.52,148.55,55.06,87.37,44.61,3.1,1078.42,0.7,0.044,9.83,206.4,7.31,2.58,94.7,4.41,96.5,Poor,2.88,15.55,91.3,11.1,86.4,2.67,84.0,2.75,Non-uniform
2022-03-28,743.4,251.89,225.87,8.86,326.66,35.21,1.3,Phenol-formaldehyde,0.64,25.96,19.97,6.5,8.04,97.91,80.04,67.59,38.18,4.99,1495.94,0.16,0.038,11.34,208.9,5.78,1.86,91.0,3.23,90.7,Excellent,3.09,10.86,89.6,6.6,105.8,2.79,20.0,9.28,Non-uniform
2022-07-01,706.08,177.8,208.42,5.75,324.02,38.64,2.76,Phenol-formaldehyde,0.44,21.92,20.51,-1.53,7.44,162.23,63.54,86.03,48.67,1.65,1005.05,0.86,0.044,9.14,182.3,7.58,4.97,92.1,2.97,94.0,Excellent,3.7,13.78,82.7,7.2,81.9,2.77,89.0,8.18,Uniform
2022-09-27,611.82,156.76,184.25,5.68,368.26,28.21,2.12,Phenol-formaldehyde,0.71,28.51,16.37,8.49,11.01,125.7,56.52,63.82,32.83,3.58,1183.82,0.21,0.025,19.83,207.4,7.42,1.32,92.9,3.07,98.1,Poor,4.83,2.33,81.3,11.3,89.8,2.54,78.0,9.17,Uniform
